"tomatometer_rating","movie_title","tomatometer_count","genre"
15,Sweet November,98,"Drama, Romance"
15,The Breed,13,Horror
15,The Other Man,39,Drama
15,What Love Is,13,Comedy
14,"3000 Miles to Graceland",96,"Action & Adventure, Drama, Mystery & Suspense"
14,A Merry Friggin' Christmas,21,Comedy
14,August,7,"Comedy, Drama, Romance"
14,Crossroads,104,"Action & Adventure, Comedy, Drama"
14,Driven,110,"Action & Adventure, Drama, Mystery & Suspense"
14,Hideaway,14,"Drama, Horror, Mystery & Suspense"
14,London,36,Drama
14,Mafia!,42,Comedy
14,Man of the House,14,"Comedy, Kids & Family"
14,My Best Friend's Girl,59,"Comedy, Drama"
14,Neverwas,7,"Drama, Mystery & Suspense"
14,The Quest,21,Action & Adventure
14,The Tiger's Tail,21,"Comedy, Drama, Mystery & Suspense"
14,Unconditional Love,7,"Comedy, Drama, Musical & Performing Arts, Mystery & Suspense"
13,A Promise,24,"Comedy, Drama, Romance"
13,Avenging Angelo,8,"Action & Adventure, Comedy"
13,Day of the Dead,8,"Horror, Mystery & Suspense"
13,Hide and Seek,157,Mystery & Suspense
13,Highwaymen,15,"Action & Adventure, Drama, Horror, Mystery & Suspense"
13,I Love You Beth Cooper,119,Comedy
13,L.A. Twister,15,"Comedy, Drama"
13,Lost and Found,52,"Animation, Comedy, Documentary, Drama, Special Interest, Romance"
13,Screwed,30,Comedy
13,That Darn Cat,15,"Action & Adventure, Art House & International, Comedy, Kids & Family"
13,The Caller,16,"Drama, Mystery & Suspense"
13,The Final,8,"Drama, Horror, Mystery & Suspense"
13,The Hitman,8,Action & Adventure
13,The Honeymooners,112,"Comedy, Drama, Television"
13,The King and I,24,"Animation, Kids & Family, Musical & Performing Arts"
13,The Scarlet Letter,38,"Drama, Romance"
13,The Women,147,"Comedy, Drama"
12,Are We There Yet?,116,"Action & Adventure, Comedy, Kids & Family, Romance"
12,Broken,17,"Drama, Mystery & Suspense"
12,Did You Hear About the Morgans?,120,"Comedy, Drama, Romance"
12,Double Take,78,"Action & Adventure, Comedy"
12,Fair Game,25,"Action & Adventure, Mystery & Suspense"
12,Firestorm,26,"Action & Adventure, Mystery & Suspense"
12,Get Carter,60,"Action & Adventure, Drama, Mystery & Suspense"
12,Hush,41,"Drama, Mystery & Suspense"
12,Oscar,17,"Comedy, Drama, Mystery & Suspense"
12,Soldier,52,"Action & Adventure, Science Fiction & Fantasy"
12,Stealth,141,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
12,Steel,26,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
12,The Bounty Hunter,146,"Action & Adventure, Comedy, Romance"
12,The Informers,105,"Drama, Mystery & Suspense"
11,"11-Sep",9,Drama
11,"8 Heads in a Duffel Bag",19,Comedy
11,Armed and Dangerous,9,Comedy
11,Batman & Robin,89,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
11,Calendar Girl,19,"Comedy, Drama, Romance"
11,Dead Heat,9,"Action & Adventure, Comedy, Horror, Mystery & Suspense"
11,Employee of the Month,9,Comedy
11,Fire Down Below,27,Action & Adventure
11,In Love and War,27,"Drama, Romance"
11,Perfume,9,"Comedy, Drama"
11,Season of the Witch,121,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy"
11,Slow Burn,18,"Action & Adventure, Art House & International, Drama, Mystery & Suspense"
11,Street Fighter,38,Action & Adventure
11,The Hand,9,"Drama, Horror"
11,The Ladies Man,73,Comedy
11,The Stepfather,62,"Horror, Mystery & Suspense"
11,Venom,62,"Horror, Mystery & Suspense"
10,A Haunted House,52,Comedy
10,A Violent Separation,10,Drama
10,Hell Ride,59,"Action & Adventure, Drama, Mystery & Suspense"
10,House Arrest,30,"Comedy, Kids & Family"
10,My Soul to Take,61,"Horror, Mystery & Suspense"
10,Perfect Stranger,142,"Drama, Mystery & Suspense"
10,Revolution,20,"Action & Adventure, Drama"
10,Sparkle,10,"Drama, Musical & Performing Arts"
10,Supernova,61,"Horror, Science Fiction & Fantasy"
10,"Tarzan, the Ape Man",20,Action & Adventure
10,The Unborn,118,"Horror, Mystery & Suspense"
10,Virus,48,"Action & Adventure, Horror, Science Fiction & Fantasy"
10,Where the Heart Is,10,"Comedy, Drama"
9,"976-EVIL",11,Horror
9,Bad Girls,22,"Action & Adventure, Western"
9,Circus,11,"Comedy, Drama, Mystery & Suspense"
9,Eye of the Beholder,87,"Drama, Mystery & Suspense, Romance"
9,See No Evil,58,"Horror, Mystery & Suspense"
9,Shutter,65,"Horror, Mystery & Suspense"
9,Stay Alive,58,"Horror, Mystery & Suspense"
9,The Bachelor,66,"Comedy, Romance"
9,The Oxford Murders,11,"Art House & International, Drama, Horror, Mystery & Suspense"
8,"10,000 B.C.",148,"Action & Adventure, Classics, Drama"
8,"13",13,"Drama, Mystery & Suspense"
8,"1911",24,Drama
8,"31 North 62 East (Too Close to the Truth)",13,"Art House & International, Drama, Mystery & Suspense"
8,A Haunted House 2,38,Comedy
8,A Thousand Kisses Deep,13,Mystery & Suspense
8,Bulletproof,39,"Action & Adventure, Comedy"
8,Doogal,49,"Animation, Kids & Family, Science Fiction & Fantasy"
8,Envy,117,"Action & Adventure, Comedy"
8,Grind,74,"Action & Adventure, Comedy"
8,It Takes Two,24,"Comedy, Drama, Kids & Family"
8,Lost Souls,91,"Drama, Horror, Mystery & Suspense"
8,Milk Money,39,"Comedy, Romance"
8,Miss Conception,12,"Art House & International, Comedy, Romance"
8,The Skeptic,12,"Horror, Mystery & Suspense"
8,The Truth (A Dark Truth),13,Action & Adventure
8,The Wash,50,Comedy
8,Ultraviolet,83,"Action & Adventure, Drama, Horror, Science Fiction & Fantasy"
7,"11/11/11",14,"Drama, Horror"
7,"7 Guardians of the Tomb",15,Action & Adventure
7,Beyond a Reasonable Doubt,28,"Drama, Mystery & Suspense"
7,Conversations With God,46,"Drama, Faith & Spirituality"
7,Date Movie,87,Comedy
7,Friends & Lovers,15,"Comedy, Romance"
7,Furry Vengeance,94,"Comedy, Kids & Family"
7,Ghosted,14,"Art House & International, Mystery & Suspense, Gay & Lesbian"
7,Jack Frost,14,"Comedy, Horror"
7,License to Wed,124,"Comedy, Drama"
7,Silk,55,"Drama, Romance"
7,The New Guy,98,Comedy
7,The Specialist,28,"Action & Adventure, Drama, Mystery & Suspense"
7,Whiteout,115,"Action & Adventure, Drama, Mystery & Suspense"
6,A Smile like Yours,35,Comedy
6,Big Momma's House 2,72,Comedy
6,Cool World,48,"Action & Adventure, Animation, Comedy, Science Fiction & Fantasy"
6,Senseless,17,Comedy
5,"211",22,"Action & Adventure, Drama"
5,"30 Beats",22,"Comedy, Romance"
5,"88 Minutes",122,"Drama, Mystery & Suspense"
5,College,43,Comedy
5,Meteor,20,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy"
5,Miss March,80,Comedy
5,Old Dogs,109,"Comedy, Drama, Kids & Family"
5,Swept Away,79,"Comedy, Drama, Romance"
5,The Avengers,82,Action & Adventure
4,"6 Souls",28,"Horror, Mystery & Suspense"
4,A Little Bit Of Heaven,55,"Comedy, Drama, Romance"
4,The Bridge of San Luis Rey,24,"Art House & International, Drama, Faith & Spirituality"
3,Deal,35,Drama
3,House of the Dead,61,"Action & Adventure, Horror"
3,McHale's Navy,29,"Action & Adventure, Comedy"
2,Texas Rangers,51,"Action & Adventure, Western"
2,The In Crowd,60,"Drama, Mystery & Suspense"
0,"10 Minutes Gone",7,"Action & Adventure, Mystery & Suspense"
0,"10 Rules For Sleeping Around",8,Comedy
0,"29 Palms",5,"Comedy, Drama, Mystery & Suspense"
0,"3 Ninjas: High Noon at Mega Mountain",6,"Action & Adventure, Comedy, Kids & Family"
0,"96 Souls",6,"Drama, Science Fiction & Fantasy"
0,A Beautiful Life,12,Drama
0,A Farewell To Arms,11,"Classics, Drama, Romance"
0,A Novel Romance,6,"Comedy, Drama, Romance"
0,A Thousand Words,57,"Comedy, Drama"
0,Alexander the Great,8,Classics
0,All I Want for Christmas,14,"Comedy, Kids & Family, Science Fiction & Fantasy"
0,American Anthem,16,"Action & Adventure, Documentary, Drama"
0,Antares,5,"Art House & International, Drama"
0,Beowulf,6,"Action & Adventure, Art House & International, Science Fiction & Fantasy"
0,Breaking Point,8,"Action & Adventure, Drama"
0,Deadfall,5,"Drama, Mystery & Suspense"
0,Derailed,5,Action & Adventure
0,Fall,7,"Comedy, Drama, Romance"
0,Fetching Cody,5,"Comedy, Drama, Science Fiction & Fantasy"
0,Going the Distance,5,Comedy
0,Home,5,"Documentary, Drama, Kids & Family"
0,Homecoming,24,"Horror, Mystery & Suspense"
0,House,13,"Drama, Horror, Mystery & Suspense"
0,Karla,12,"Drama, Mystery & Suspense"
0,Live Wire,5,"Action & Adventure, Drama, Mystery & Suspense"
0,Pinocchio,54,"Art House & International, Comedy, Kids & Family, Science Fiction & Fantasy"
0,Polanski (Polanski Unauthorized),6,"Art House & International, Drama"
0,Rest Stop,6,Horror
0,Scar,18,"Drama, Horror, Mystery & Suspense"
0,Second Sight,6,"Comedy, Science Fiction & Fantasy"
0,Stolen,20,"Drama, Mystery & Suspense"
0,The Awakening,5,"Horror, Mystery & Suspense"
0,The Contract,5,"Drama, Mystery & Suspense"
0,The Dentist,7,Horror
0,The Killing Jar,8,"Drama, Mystery & Suspense"
0,The Order,6,"Action & Adventure, Drama, Horror, Mystery & Suspense"
0,The Toolbox Murders,5,"Drama, Horror"
0,Top Dog,8,"Action & Adventure, Comedy"
0,True Crime,5,Mystery & Suspense
0,Weapons,9,"Art House & International, Drama"
0,What Women Want,5,"Art House & International, Comedy, Romance"
0,Whore,6,"Art House & International, Drama"
0,Wishful Thinking,6,"Comedy, Romance"
